"name","sku","attribute_set","type","category_ids","price","short_description","description","qty","status","is_in_stock","visibility","custom_design","image","image_label","small_image","small_image_label","thumbnail","thumbnail_label","media_gallery","","","","","",""
"9.803-413.0","KE98034130","default","simple","17 , 30","1041","PUMP,KARCHER KT5030R.1, 5@3000 1060RPM","PUMP,KARCHER KT5030R.1, 5@3000 1060RPM","1000","1","1","4","rwd/electricbroom","i/hds4735pecagepartsmanual/page_35.jpg","","i/hds4735pecagepartsmanual/small_page_35.jpg","","i/hds4735pecagepartsmanual/thumb_page_35.jpg","","i/hds3930pecagepartsmanual/page_36.jpg;i/hds4830pecagepartsmanual/page_35.jpg;i/hds5635pecagepartsmanual/page_36.jpg","","","","","",""
"9.803-414.0","KE98034140","default","simple","17 , 30","1041","PUMP,KARCHER KT5030L.1, 5@3000 1060RPM","PUMP,KARCHER KT5030L.1, 5@3000 1060RPM","1000","1","1","4","rwd/electricbroom","i/hds4735pecagepartsmanual/page_35.jpg","","i/hds4735pecagepartsmanual/small_page_35.jpg","","i/hds4735pecagepartsmanual/thumb_page_35.jpg","","i/hds3930pecagepartsmanual/page_36.jpg;i/hds4830pecagepartsmanual/page_35.jpg;i/hds5635pecagepartsmanual/page_36.jpg","","","","","",""
"9.803-415.0","KE98034150","default","simple","17 , 30","1041","PUMP,KARCHER KT5030HR,5.0@ 3000,1060 RPM","PUMP,KARCHER KT5030HR,5.0@ 3000,1060 RPM","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-416.0","KE98034160","default","simple","17 , 30","1041","PUMP,KARCHER KT6035L.1, 6@3500 1540RPM","PUMP,KARCHER KT6035L.1, 6@3500 1540RPM","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds1324pecagepartsmanual/page_10.jpg;i/hds3930pecagepartsmanual/page_36.jpg;i/hds4032pecagepartsmanual/page_36.jpg;i/hds4735pecagepartsmanual/page_35.jpg;i/hds4830pecagepartsmanual/page_35.jpg;i/hds5032pecagepartsmanual/page_36.jpg;i/hds5535pecagepartsmanual/page_36.jpg;i/hds5635pecagepartsmanual/page_36.jpg","","","","","",""
"9.803-417.0","KE98034170","default","simple","17 , 30","562","PUMP,KARCHER KD3025SR,3.0@ 2500,1180 RPM","PUMP,KARCHER KD3025SR,3.0@ 2500,1180 RPM","1000","1","1","4","rwd/electricbroom","i/hd3030pbpartsmanual/page_24.jpg","","i/hd3030pbpartsmanual/small_page_24.jpg","","i/hd3030pbpartsmanual/thumb_page_24.jpg","","i/hd3040pbpartsmanual/page_24.jpg;i/hd3735pbpartsmanual/page_24.jpg;i/hdsng3520eastpartsmanual/page_44.jpg;i/hdsng3530eastpartsmanual/page_44.jpg;i/hdsng3530ebstpartsmanual/page_44.jpg;i/hdsng3920eastpartsmanual/page_44.jpg;i/hdsng4830ebstpartsmanual/page_44.jpg;i/hdsng4830ecstpartsmanual/page_44.jpg;i/hdsng4830efstpartsmanual/page_44.jpg;i/hdsng5020eastpartsmanual/page_44.jpg;i/hdsng5020ebstpartsmanual/page_44.jpg;i/hdsng5020ecstpartsmanual/page_44.jpg","","","","","",""
"9.803-460.0","KE98034600","default","simple","17 , 30","6.45","KIT, BLOWER WHEEL REPAIR","KIT, BLOWER WHEEL REPAIR","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-500.0","KE98035000","default","simple","17 , 30","154","BURNER MOUNT, ASSY","BURNER MOUNT, ASSY","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_14.jpg","","i/hds1324pecagepartsmanual/small_page_14.jpg","","i/hds1324pecagepartsmanual/thumb_page_14.jpg","","i/hds1324pecagepartsmanual/page_16.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_31.jpg;i/hds5032pecagepartsmanual/page_31.jpg;i/hds5535pecagepartsmanual/page_31.jpg","","","","","",""
"9.803-501.0","KE98035010","default","simple","17 , 30","51","GUARD, ASSY, PUMP PULLEY","GUARD, ASSY, PUMP PULLEY","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-502.0","KE98035020","default","simple","17 , 30","202","PLATFORM, ASSY","PLATFORM, ASSY","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-503.0","KE98035030","default","simple","17 , 30","86.6","ASSY, PUMP RAIL","ASSY, PUMP RAIL","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_10.jpg","","i/hds1324pecagepartsmanual/small_page_10.jpg","","i/hds1324pecagepartsmanual/thumb_page_10.jpg","","i/hds4032pecagepartsmanual/page_27.jpg;i/hds5032pecagepartsmanual/page_27.jpg;i/hds5535pecagepartsmanual/page_27.jpg","","","","","",""
"9.803-504.0","KE98035040","default","simple","17 , 30","47.85","BRACKET, BATTERY","BRACKET, BATTERY","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_05.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_23.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_23.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_23.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-505.0","KE98035050","default","simple","17 , 30","25.85","BRACKET, MOUNT","BRACKET, MOUNT","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_05.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_23.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_23.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_23.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-506.0","KE98035060","default","simple","17 , 30","63.9","GUARD, ENGINE PULLEY","GUARD, ENGINE PULLEY","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_05.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_23.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_23.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_23.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-507.0","KE98035070","default","simple","17 , 30","50.25","GUARD, BELT","GUARD, BELT","1000","1","1","4","rwd/electricbroom","i/hds4032pecagepartsmanual/page_21.jpg","","i/hds4032pecagepartsmanual/small_page_21.jpg","","i/hds4032pecagepartsmanual/thumb_page_21.jpg","","i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-508.0","KE98035080","default","simple","17 , 30","47.7","GUARD, BLOWER BELT","GUARD, BLOWER BELT","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_05.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-510.0","KE98035100","default","simple","17 , 30","22","BRACKET, IDLE","BRACKET, IDLE","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-511.0","KE98035110","default","simple","17 , 30","13.55","BRACKET, ZEE","BRACKET, ZEE","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-512.0","KE98035120","default","simple","17 , 30","176","WELD ASSY, E-BOX, HDS SKID","WELD ASSY, E-BOX, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds4032pecagepartsmanual/page_24.jpg","","i/hds4032pecagepartsmanual/small_page_24.jpg","","i/hds4032pecagepartsmanual/thumb_page_24.jpg","","i/hds1324pecagepartsmanual/page_08.jpg;i/hds4032pecagepartsmanual/page_25.jpg;i/hds5032pecagepartsmanual/page_25.jpg;i/hds5032pecagepartsmanual/page_24.jpg;i/hds5535pecagepartsmanual/page_25.jpg;i/hds5535pecagepartsmanual/page_24.jpg","","","","","",""
"9.803-513.0","KE98035130","default","simple","17 , 30","41","COVER, E-BOX, HDS SKID","COVER, E-BOX, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds4032pecagepartsmanual/page_24.jpg","","i/hds4032pecagepartsmanual/small_page_24.jpg","","i/hds4032pecagepartsmanual/thumb_page_24.jpg","","i/hds1324pecagepartsmanual/page_08.jpg;i/hds4032pecagepartsmanual/page_25.jpg;i/hds5032pecagepartsmanual/page_25.jpg;i/hds5032pecagepartsmanual/page_24.jpg;i/hds5535pecagepartsmanual/page_25.jpg;i/hds5535pecagepartsmanual/page_24.jpg","","","","","",""
"9.803-514.0","KE98035140","default","simple","17 , 30","25.7","CONTROL PANEL, E-BOX, HDS SKID","CONTROL PANEL, E-BOX, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds4032pecagepartsmanual/page_24.jpg","","i/hds4032pecagepartsmanual/small_page_24.jpg","","i/hds4032pecagepartsmanual/thumb_page_24.jpg","","i/hds1324pecagepartsmanual/page_08.jpg;i/hds4032pecagepartsmanual/page_25.jpg;i/hds5032pecagepartsmanual/page_25.jpg;i/hds5032pecagepartsmanual/page_24.jpg;i/hds5535pecagepartsmanual/page_25.jpg;i/hds5535pecagepartsmanual/page_24.jpg","","","","","",""
"9.803-518.0","KE98035180","default","simple","17 , 30","1349","CAGE, HDS WELD ASSY","CAGE, HDS WELD ASSY","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_05.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-519.0","KE98035190","default","simple","17 , 30","20.8","PLATE, BELT GAURD, HDS SKID","PLATE, BELT GAURD, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_05.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_23.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_23.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_23.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-520.0","KE98035200","default","simple","17 , 30","683","ASSY, BLOWER, HDS SKID","ASSY, BLOWER, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_14.jpg","","i/hds1324pecagepartsmanual/small_page_14.jpg","","i/hds1324pecagepartsmanual/thumb_page_14.jpg","","i/hds1324pecagepartsmanual/page_16.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_31.jpg;i/hds5032pecagepartsmanual/page_31.jpg;i/hds5535pecagepartsmanual/page_31.jpg","","","","","",""
"9.803-521.0","KE98035210","default","simple","17 , 30","1764","ASSY, COIL TANK, HDS SKID","ASSY, COIL TANK, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds4032pecagepartsmanual/page_31.jpg","","i/hds4032pecagepartsmanual/small_page_31.jpg","","i/hds4032pecagepartsmanual/thumb_page_31.jpg","","i/hds5032pecagepartsmanual/page_31.jpg;i/hds5535pecagepartsmanual/page_31.jpg","","","","","",""
"9.803-522.0","KE98035220","default","simple","17 , 30","2911","COIL TANK & BLOWER ASSY, HDS SKID","COIL TANK & BLOWER ASSY, HDS SKID","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-525.0","KE98035250","default","simple","17 , 30","468","ELECTRICAL BOX ASSY, HDS CLASSIC SKID","ELECTRICAL BOX ASSY, HDS CLASSIC SKID","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-526.0","KE98035260","default","simple","17 , 30","261","FLOAT TANK ASSY, HDS SKID","FLOAT TANK ASSY, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.803-527.0","KE98035270","default","simple","17 , 30","154","FLOAT TANK ASSY, HDS NAT GAS","FLOAT TANK ASSY, HDS NAT GAS","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-528.0","KE98035280","default","simple","17 , 30","610","ELECTRICAL BOX ASSY, HDS 13/24 SKID","ELECTRICAL BOX ASSY, HDS 13/24 SKID","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-600.0","KE98036000","default","simple","17 , 30","15.35","SWIVEL,M22X3/8 HEX MALE PIPE","SWIVEL,M22X3/8 HEX MALE PIPE","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg;i/hds1324pecagepartsmanual/page_16.jpg;i/hds1324pecagepartsmanual/page_14.jpg;i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_21.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds4032pecagepartsmanual/page_31.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_31.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_31.jpg","","","","","",""
"9.803-619.0","KE98036190","default","simple","17 , 30","2.45","BOX, 4"" x4"" x12"", BROWN","BOX, 4"" x4"" x12"", BROWN","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-622.0","KE98036220","default","simple","17 , 30","109","Nipple, 3/8"" x 12.5"" Sch 80, 304 SS","Nipple, 3/8"" x 12.5"" Sch 80, 304 SS","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-679.0","KE98036790","default","simple","17 , 30","36.9","COVER, MOTOR SHAFT, HDS NAT GAS","COVER, MOTOR SHAFT, HDS NAT GAS","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-690.0","KE98036900","default","simple","17 , 30","115","HOSE, 50FT, W/22MM COUPLERS","HOSE, 50FT, W/22MM COUPLERS","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-691.0","KE98036910","default","simple","17 , 30","224","HOSE, 100FT, W/22MM COUPLERS","HOSE, 100FT, W/22MM COUPLERS","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-814.0","KE98038140","default","simple","17 , 30","564","PUMP,KARCHER KE2020F,2.1 @ 2000,3450 RPM","PUMP,KARCHER KE2020F,2.1 @ 2000,3450 RPM","1000","1","1","4","rwd/electricbroom","i/hd1915edpartsmanual/page_17.jpg","","i/hd1915edpartsmanual/small_page_17.jpg","","i/hd1915edpartsmanual/thumb_page_17.jpg","","i/hd1915edpartsmanual/page_19.jpg;i/hd2010edpartsmanual/page_17.jpg;i/hd2010edpartsmanual/page_19.jpg;i/hd2810edpartsmanual/page_17.jpg;i/hd2810edpartsmanual/page_19.jpg;i/hd3520eapartsmanual/page_17.jpg;i/hd3520eapartsmanual/page_19.jpg;i/hds1915edcagepartsmanual/page_20.jpg;i/hds2010edcagepartsmanual/page_20.jpg;i/hds3520eacagepartsmanual/page_20.jpg;i/hds3530eacagepartsmanual/page_32.jpg;i/hds3530ebcagepartsmanual/page_31.jpg;i/hds3530eccagepartsmanual/page_32.jpg;i/hds3920eacagepartsmanual/page_32.jpg","","","","","",""
"9.803-815.0","KE98038150","default","simple","17 , 30","548","PUMP,KARCHER KE2020S,2.1 @ 2000,1725 RPM","PUMP,KARCHER KE2020S,2.1 @ 2000,1725 RPM","1000","1","1","4","rwd/electricbroom","i/hd1915edpartsmanual/page_17.jpg","","i/hd1915edpartsmanual/small_page_17.jpg","","i/hd1915edpartsmanual/thumb_page_17.jpg","","i/hd2010edpartsmanual/page_17.jpg;i/hd2810edpartsmanual/page_17.jpg;i/hd3520eapartsmanual/page_17.jpg;i/hds1915edcagepartsmanual/page_14.jpg;i/hds1915edcagepartsmanual/page_13.jpg;i/hds1915edcagepartsmanual/page_12.jpg;i/hds1915edcagepartsmanual/page_20.jpg;i/hds2010edcagepartsmanual/page_14.jpg;i/hds2010edcagepartsmanual/page_13.jpg;i/hds2010edcagepartsmanual/page_12.jpg;i/hds2010edcagepartsmanual/page_20.jpg;i/hds3520eacagepartsmanual/page_14.jpg;i/hds3520eacagepartsmanual/page_13.jpg;i/hds3520eacagepartsmanual/page_12.jpg;i/hds3520eacagepartsmanual/page_20.jpg;i/hds3530eacagepartsmanual/page_32.jpg;i/hds3530ebcagepartsmanual/page_31.jpg;i/hds3530eccagepartsmanual/page_32.jpg;i/hds3920eacagepartsmanual/page_32.jpg","","","","","",""
"9.803-816.0","KE98038160","default","simple","17 , 30","553","PUMP,KARCHER KE2825F,2.8 @ 2500,3450 RPM","PUMP,KARCHER KE2825F,2.8 @ 2500,3450 RPM","1000","1","1","4","rwd/electricbroom","i/hd1915edpartsmanual/page_17.jpg","","i/hd1915edpartsmanual/small_page_17.jpg","","i/hd1915edpartsmanual/thumb_page_17.jpg","","i/hd1915edpartsmanual/page_19.jpg;i/hd2010edpartsmanual/page_17.jpg;i/hd2010edpartsmanual/page_19.jpg;i/hd2810edpartsmanual/page_17.jpg;i/hd2810edpartsmanual/page_19.jpg;i/hd3520eapartsmanual/page_17.jpg;i/hd3520eapartsmanual/page_19.jpg;i/hds1915edcagepartsmanual/page_20.jpg;i/hds2010edcagepartsmanual/page_20.jpg;i/hds3520eacagepartsmanual/page_20.jpg;i/hds3530eacagepartsmanual/page_32.jpg;i/hds3530ebcagepartsmanual/page_31.jpg;i/hds3530eccagepartsmanual/page_32.jpg;i/hds3920eacagepartsmanual/page_32.jpg","","","","","",""
"9.803-818.0","KE98038180","default","simple","17 , 30","576","PUMP,KARCHER KE3525F,3.5 @ 2500,3450 RPM","PUMP,KARCHER KE3525F,3.5 @ 2500,3450 RPM","1000","1","1","4","rwd/electricbroom","i/hd1915edpartsmanual/page_17.jpg","","i/hd1915edpartsmanual/small_page_17.jpg","","i/hd1915edpartsmanual/thumb_page_17.jpg","","i/hd1915edpartsmanual/page_19.jpg;i/hd2010edpartsmanual/page_17.jpg;i/hd2010edpartsmanual/page_19.jpg;i/hd2810edpartsmanual/page_17.jpg;i/hd2810edpartsmanual/page_19.jpg;i/hd3520eapartsmanual/page_17.jpg;i/hd3520eapartsmanual/page_19.jpg;i/hds1915edcagepartsmanual/page_14.jpg;i/hds1915edcagepartsmanual/page_13.jpg;i/hds1915edcagepartsmanual/page_12.jpg;i/hds1915edcagepartsmanual/page_20.jpg;i/hds2010edcagepartsmanual/page_14.jpg;i/hds2010edcagepartsmanual/page_13.jpg;i/hds2010edcagepartsmanual/page_12.jpg;i/hds2010edcagepartsmanual/page_20.jpg;i/hds3520eacagepartsmanual/page_14.jpg;i/hds3520eacagepartsmanual/page_13.jpg;i/hds3520eacagepartsmanual/page_12.jpg;i/hds3520eacagepartsmanual/page_20.jpg;i/hds3530eacagepartsmanual/page_32.jpg;i/hds3530ebcagepartsmanual/page_31.jpg;i/hds3530eccagepartsmanual/page_32.jpg;i/hds3920eacagepartsmanual/page_32.jpg","","","","","",""
"9.803-819.0","KE98038190","default","simple","17 , 30","652","PUMP,KARCHER KG3035G1,3 @ 3500, 3400 RPM","PUMP,KARCHER KG3035G1,3 @ 3500, 3400 RPM","1000","1","1","4","rwd/electricbroom","i/dba252739partsmanual/page_11.jpg","","i/dba252739partsmanual/small_page_11.jpg","","i/dba252739partsmanual/thumb_page_11.jpg","","i/dba252739partsmanual/page_10.jpg;i/dba303039partsmanual/page_10.jpg;i/dba303039partsmanual/page_11.jpg;i/dba383539partsmanual/page_10.jpg;i/dga252737partsmanual/page_10.jpg;i/dga252737partsmanual/page_11.jpg;i/dga303037partsmanual/page_10.jpg;i/dga303037partsmanual/page_11.jpg;i/dga383537partsmanual/page_10.jpg;i/dga383537partsmanual/page_11.jpg;i/hd2527palpartsmanual/page_10.jpg;i/hd2527palpartsmanual/page_11.jpg;i/hd3835palpartsmanual/page_10.jpg;i/pca327324partsmanual/page_10.jpg;i/pca330324partsmanual/page_10.jpg;i/pca435324partsmanual/page_10.jpg","","","","","",""
"9.803-820.0","KE98038200","default","simple","17 , 30","620","PUMP,KARCHER KG3535G1,3.5@3500,3400 RPM","PUMP,KARCHER KG3535G1,3.5@3500,3400 RPM","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-823.0","KE98038230","default","simple","17 , 30","559","PUMP,KARCHER KG3030G, 3@ 3000, 3400 RPM","PUMP,KARCHER KG3030G, 3@ 3000, 3400 RPM","1000","1","1","4","rwd/electricbroom","i/hd2324ppartsmanual/page_17.jpg","","i/hd2324ppartsmanual/small_page_17.jpg","","i/hd2324ppartsmanual/thumb_page_17.jpg","","i/hd2527ppartsmanual/page_17.jpg;i/hd3030ppartsmanual/page_17.jpg;i/hd3835ppartsmanual/page_17.jpg","","","","","",""
"9.803-983.0","KE98039830","default","simple","17 , 30","96.2","SCREEN, 50HZ MOTOR COVER","SCREEN, 50HZ MOTOR COVER","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-984.0","KE98039840","default","simple","17 , 30","115","ASSY, MUFFLER GUARD CW","ASSY, MUFFLER GUARD CW","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
